Date,new_diagnoses,ventilation,cum_deaths
2022-05-06,85,17,5635
2022-05-07,84,15,5637
2022-05-08,81,15,5639
2022-05-09,82,15,5640
2022-05-10,82,15,5641
2022-05-11,82,15,5642
2022-05-12,81,15,5643
2022-05-13,81,19,5644
2022-05-14,77,18,5645
2022-05-15,78,17,5646
2022-05-16,79,17,5647
2022-05-17,80,16,5648
2022-05-18,81,16,5649
2022-05-19,82,14,5650
