Date,S_mean,S_max,S_min,E_mean,E_max,E_min,I_mean,I_max,I_min,R_mean,R_max,R_min,H_mean,H_max,H_min,C_mean,C_max,C_min,D_mean,D_max,D_min,fk_mean,fk_max,fk_min,R0_mean,R0_max,R0_min,alpha_e_mean,alpha_e_std,alpha_i_mean,alpha_i_std,eps_hc_mean,eps_hc_std,mu_mean,mu_std
2022-02-11,2710762,2710940,2710405,11515,11835,11355,11442,11476,11424,40838,40840,40837,666,668,666,49,49,48,5016,5017,5015,2834,2834,2834,1.79061994296236,2.2839438622352577,1.4506894898563811,0.15427600459816582,0.09096802954316137,0.19369169485338564,0.08797167708499208,0.02058635590586177,0.0012771336503488253,0.47345953197603113,0.04108993081677398
2022-02-12,2707472,2707851,2706712,12398,13016,12090,12371,12499,12307,42330,42343,42322,652,655,651,46,47,45,5020,5021,5017,3072,3158,3030,1.79061994296236,2.2839438622352577,1.4506894898563811,0.15427600459816582,0.09096802954316137,0.19369169485338564,0.08797167708499208,0.02058635590586177,0.0012771336503488253,0.47345953197603113,0.04108993081677398
2022-02-13,2703914,2704522,2702675,13353,14278,12901,13365,13637,13229,43933,43973,43912,657,662,655,43,45,42,5024,5024,5020,3308,3473,3226,1.2615731416325715,1.6091422665748405,1.0220766860351775,0.15427600459816582,0.09096802954316137,0.19369169485338564,0.08797167708499208,0.02058635590586177,0.0012771336503488253,0.47345953197603113,0.04108993081677398
2022-02-14,2701350,2702100,2699673,13232,14367,12744,14306,14754,14090,45652,45740,45606,680,690,676,41,43,40,5027,5028,5022,3563,3809,3442,1.0173976948649768,1.2976953762700327,0.8242553919638528,0.15427600459816582,0.09096802954316137,0.19369169485338564,0.08797167708499208,0.02058635590586177,0.0012771336503488253,0.47345953197603113,0.04108993081677398
2022-02-15,2699300,2700104,2697149,12684,14018,12236,15047,15691,14764,47437,47598,47357,750,767,742,40,42,38,5030,5032,5024,3531,3833,3400,1.8313158507569585,2.335851677286059,1.483659705534935,0.15427600459816582,0.09096802954316137,0.19369169485338564,0.08797167708499208,0.02058635590586177,0.0012771336503488253,0.47345953197603113,0.04108993081677398
2022-02-16,2695212,2696178,2692074,14088,16040,13550,15784,16685,15451,49277,49538,49156,855,884,843,39,42,37,5033,5035,5026,3384,3740,3265,1.8313158507569585,2.335851677286059,1.483659705534935,0.15427600459816582,0.09096802954316137,0.19369169485338564,0.08797167708499208,0.02058635590586177,0.0012771336503488253,0.47345953197603113,0.04108993081677398
2022-02-17,2690818,2692033,2686617,15496,18012,14836,16713,17958,16313,51262,51666,51092,925,967,909,39,43,37,5036,5039,5028,3759,4280,3615,1.8313158507569585,2.335851677286059,1.483659705534935,0.15427600459816582,0.09096802954316137,0.19369169485338564,0.08797167708499208,0.02058635590586177,0.0012771336503488253,0.47345953197603113,0.04108993081677398
2022-02-18,2686083,2687608,2680703,16938,20011,16132,17811,19470,17316,53465,54069,53236,912,964,895,39,43,37,5039,5042,5030,4134,4806,3958,1.79061994296236,2.2839438622352577,1.4506894898563811,0.15427600459816582,0.09096802954316137,0.19369169485338564,0.08797167708499208,0.02058635590586177,0.0012771336503488253,0.47345953197603113,0.04108993081677398
2022-02-19,2681104,2682989,2674421,18323,21953,17354,19054,21185,18442,55735,56593,55439,990,1063,967,40,44,37,5042,5046,5032,4520,5339,4304,1.79061994296236,2.2839438622352577,1.4506894898563811,0.15427600459816582,0.09096802954316137,0.19369169485338564,0.08797167708499208,0.02058635590586177,0.0012771336503488253,0.47345953197603113,0.04108993081677398
2022-02-20,2675748,2678053,2667580,19783,24024,18629,20423,23084,19673,58287,59480,57905,962,1046,936,40,45,38,5046,5050,5034,4889,5858,4630,1.2615731416325715,1.6091422665748405,1.0220766860351775,0.15427600459816582,0.09096802954316137,0.19369169485338564,0.08797167708499208,0.02058635590586177,0.0012771336503488253,0.47345953197603113,0.04108993081677398
2022-02-21,2671889,2674509,2662481,19618,24130,18411,21734,24941,20840,60749,62314,60262,1209,1342,1170,42,46,39,5049,5053,5036,5278,6410,4971,1.0173976948649768,1.2976953762700327,0.8242553919638528,0.15427600459816582,0.09096802954316137,0.19369169485338564,0.08797167708499208,0.02058635590586177,0.0012771336503488253,0.47345953197603113,0.04108993081677398
2022-02-22,2668802,2671664,2658191,18809,23507,17624,22762,26488,21741,63539,65576,62923,1281,1443,1236,44,49,41,5052,5057,5038,5234,6439,4912,1.8313158507569585,2.335851677286059,1.483659705534935,0.15427600459816582,0.09096802954316137,0.19369169485338564,0.08797167708499208,0.02058635590586177,0.0012771336503488253,0.47345953197603113,0.04108993081677398
2022-02-23,2662707,2666028,2649677,20879,26817,19517,23792,28123,22646,66486,69072,65722,1323,1509,1271,46,51,43,5056,5061,5040,5019,6272,4703,1.8313158507569585,2.335851677286059,1.483659705534935,0.15427600459816582,0.09096802954316137,0.19369169485338564,0.08797167708499208,0.02058635590586177,0.0012771336503488253,0.47345953197603113,0.04108993081677398
2022-02-24,2656184,2660042,2640562,22937,30025,21265,25111,30211,23815,69661,72906,68728,1288,1489,1234,48,54,44,5059,5066,5043,5571,7155,5208,1.8313158507569585,2.335851677286059,1.483659705534935,0.15427600459816582,0.09096802954316137,0.19369169485338564,0.08797167708499208,0.02058635590586177,0.0012771336503488253,0.47345953197603113,0.04108993081677398
