Date,new_diagnoses,ventilation,cum_deaths
2022-01-28,511,52,4593
2022-01-29,387,51,4606
2022-01-30,579,50,4617
2022-01-31,604,54,4631
2022-02-01,745,45,4643
2022-02-02,996,36,4659
2022-02-03,1347,34,4673
2022-02-04,1874,38,4684
2022-02-05,2142,39,4697
2022-02-06,2743,41,4712
2022-02-07,3129,33,4724
2022-02-08,3214,25,4739
2022-02-09,3978,45,4746
2022-02-10,4394,53,4755
