Date,new_diagnoses,ventilation,cum_deaths
2022-02-21,5001,42,4885
2022-02-22,5128,34,4901
2022-02-23,4841,40,4915
2022-02-24,4529,48,4932
2022-02-25,4796,46,4945
2022-02-26,4432,49,4960
2022-02-27,4208,48,4973
2022-02-28,4047,45,4989
2022-03-01,3591,32,5005
2022-03-02,2912,39,5018
2022-03-03,2573,46,5034
2022-03-04,2416,48,5046
2022-03-05,2131,54,5060
2022-03-06,2008,58,5071
