Date,new_diagnoses,ventilation,cum_deaths
2022-01-19,249,43,4479
2022-01-20,240,39,4492
2022-01-21,251,43,4503
2022-01-22,258,43,4517
2022-01-23,248,44,4529
2022-01-24,242,41,4540
2022-01-25,261,38,4553
2022-01-26,315,45,4568
2022-01-27,344,49,4580
2022-01-28,511,52,4593
2022-01-29,387,51,4606
2022-01-30,579,50,4617
2022-01-31,604,54,4631
2022-02-01,745,45,4643
