Date,S_mean,S_max,S_min,E_mean,E_max,E_min,I_mean,I_max,I_min,R_mean,R_max,R_min,H_mean,H_max,H_min,C_mean,C_max,C_min,D_mean,D_max,D_min,fk_mean,fk_max,fk_min,R0_mean,R0_max,R0_min,alpha_e_mean,alpha_e_std,alpha_i_mean,alpha_i_std,eps_hc_mean,eps_hc_std,mu_mean,mu_std
2022-04-26,2691329,2691330,2691326,413,416,412,857,857,857,82182,82183,82182,33,33,33,15,15,15,5460,5460,5460,122,122,122,1.0403767346927515,1.1086124454139434,0.9886360406726574,0.1237067948455786,0.0670973557361426,0.0627058703410766,0.0332594957872856,0.1739836327450909,0.0069605015827822,0.0178382172901151,0.0314597165877856
2022-04-27,2691774,2691778,2691767,411,417,408,826,827,825,81762,81763,81762,41,41,40,15,15,14,5460,5460,5460,110,111,110,1.0403767346927515,1.1086124454139434,0.9886360406726574,0.1237067948455786,0.0670973557361426,0.0627058703410766,0.0332594957872856,0.1739836327450909,0.0069605015827822,0.0178382172901151,0.0314597165877856
2022-04-28,2692219,2692226,2692205,408,418,402,798,801,797,81346,81347,81345,43,44,43,15,15,14,5460,5461,5460,109,111,108,1.0403767346927515,1.1086124454139434,0.9886360406726574,0.1237067948455786,0.0670973557361426,0.0627058703410766,0.0332594957872856,0.1739836327450909,0.0069605015827822,0.0178382172901151,0.0314597165877856
2022-04-29,2692662,2692673,2692640,404,420,396,774,779,771,80932,80934,80932,42,42,41,15,16,14,5460,5461,5460,108,111,107,1.0172572516995797,1.0839766132936337,0.9666663508799318,0.1237067948455786,0.0670973557361426,0.0627058703410766,0.0332594957872856,0.1739836327450909,0.0069605015827822,0.0178382172901151,0.0314597165877856
2022-04-30,2693107,2693122,2693075,397,419,387,751,760,747,80518,80521,80517,41,41,40,15,16,14,5460,5461,5460,107,112,105,1.0172572516995797,1.0839766132936337,0.9666663508799318,0.1237067948455786,0.0670973557361426,0.0627058703410766,0.0332594957872856,0.1739836327450909,0.0069605015827822,0.0178382172901151,0.0314597165877856
2022-05-01,2693550,2693570,2693507,390,418,378,731,743,725,80097,80102,80095,45,45,44,15,16,14,5460,5462,5460,106,111,103,0.71670397278834,0.7637107957296055,0.6810603835744973,0.1237067948455786,0.0670973557361426,0.0627058703410766,0.0332594957872856,0.1739836327450909,0.0069605015827822,0.0178382172901151,0.0314597165877856
2022-05-02,2694017,2694040,2693966,361,391,349,709,726,701,79686,79692,79683,40,41,39,15,16,14,5460,5462,5460,104,111,101,0.5779870748293063,0.6158958030077464,0.549242244818143,0.1237067948455786,0.0670973557361426,0.0627058703410766,0.0332594957872856,0.1739836327450909,0.0069605015827822,0.0178382172901151,0.0314597165877856
2022-05-03,2694495,2694520,2694438,326,354,314,684,704,674,79279,79289,79275,30,30,29,15,16,13,5460,5463,5460,96,104,93,1.0403767346927515,1.1086124454139434,0.9886360406726574,0.1237067948455786,0.0670973557361426,0.0627058703410766,0.0332594957872856,0.1739836327450909,0.0069605015827822,0.0178382172901151,0.0314597165877856
2022-05-04,2694940,2694969,2694875,325,355,312,658,682,648,78850,78862,78844,41,42,40,15,15,13,5460,5463,5460,87,94,83,1.0403767346927515,1.1086124454139434,0.9886360406726574,0.1237067948455786,0.0670973557361426,0.0627058703410766,0.0332594957872856,0.1739836327450909,0.0069605015827822,0.0178382172901151,0.0314597165877856
2022-05-05,2695384,2695416,2695308,323,357,309,636,663,624,78436,78452,78429,36,37,35,15,15,13,5460,5463,5460,86,94,83,1.0403767346927515,1.1086124454139434,0.9886360406726574,0.1237067948455786,0.0670973557361426,0.0627058703410766,0.0332594957872856,0.1739836327450909,0.0069605015827822,0.0178382172901151,0.0314597165877856
2022-05-06,2695826,2695863,2695738,320,358,305,616,647,603,78018,78038,78009,34,35,33,14,15,13,5460,5464,5460,86,95,82,1.0172572516995797,1.0839766132936337,0.9666663508799318,0.1237067948455786,0.0670973557361426,0.0627058703410766,0.0332594957872856,0.1739836327450909,0.0069605015827822,0.0178382172901151,0.0314597165877856
2022-05-07,2696268,2696310,2696167,315,357,299,598,633,583,77596,77620,77585,37,38,36,14,15,13,5460,5464,5460,85,95,81,1.0172572516995797,1.0839766132936337,0.9666663508799318,0.1237067948455786,0.0670973557361426,0.0627058703410766,0.0332594957872856,0.1739836327450909,0.0069605015827822,0.0178382172901151,0.0314597165877856
2022-05-08,2696710,2696756,2696594,309,356,292,581,621,565,77181,77210,77168,34,35,32,14,15,13,5460,5464,5460,84,95,79,0.71670397278834,0.7637107957296055,0.6810603835744973,0.1237067948455786,0.0670973557361426,0.0627058703410766,0.0332594957872856,0.1739836327450909,0.0069605015827822,0.0178382172901151,0.0314597165877856
2022-05-09,2697169,2697218,2697043,287,333,270,564,608,546,76770,76806,76755,25,26,24,14,14,12,5460,5465,5460,82,95,78,0.5779870748293063,0.6158958030077464,0.549242244818143,0.1237067948455786,0.0670973557361426,0.0627058703410766,0.0332594957872856,0.1739836327450909,0.0069605015827822,0.0178382172901151,0.0314597165877856
