Date,new_diagnoses,ventilation,cum_deaths
2022-04-03,233,17,5403
2022-04-04,446,22,5426
2022-04-05,331,22,5426
2022-04-06,216,20,5436
2022-04-07,209,15,5448
2022-04-08,214,21,5457
2022-04-09,194,17,5466
2022-04-10,191,20,5477
2022-04-11,186,17,5489
2022-04-12,190,14,5499
2022-04-13,179,19,5508
2022-04-14,170,15,5518
2022-04-15,165,16,5529
2022-04-16,163,13,5539
