Date,new_diagnoses,ventilation,cum_deaths
2022-03-15,613,27,5194
2022-03-16,529,33,5208
2022-03-17,458,38,5220
2022-03-18,407,27,5230
2022-03-19,383,21,5241
2022-03-20,306,20,5253
2022-03-21,294,19,5262
2022-03-22,328,23,5273
2022-03-23,302,20,5285
2022-03-24,293,23,5297
2022-03-25,287,22,5306
2022-03-26,279,24,5316
2022-03-27,268,21,5325
2022-03-28,265,22,5336
