Date,S_mean,S_max,S_min,E_mean,E_max,E_min,I_mean,I_max,I_min,R_mean,R_max,R_min,H_mean,H_max,H_min,C_mean,C_max,C_min,D_mean,D_max,D_min,fk_mean,fk_max,fk_min,R0_mean,R0_max,R0_min,alpha_e_mean,alpha_e_std,alpha_i_mean,alpha_i_std,eps_hc_mean,eps_hc_std,mu_mean,mu_std
2022-03-06,2672363,2672444,2672252,5021,5120,4949,12553,12564,12545,84275,84277,84273,742,744,741,51,52,49,5284,5285,5281,1473,1473,1473,0.35010864670573466,0.4543826609931877,0.24844402699215773,0.08134473514225647,0.04601692221878717,0.028922822672738453,0.016320088884585054,0.021740176306128886,0.002199246931460885,0.4050805665406515,0.09934749059315408
2022-03-07,2672480,2672606,2672296,4405,4549,4307,11816,11851,11791,85646,85650,85641,607,611,606,48,51,46,5287,5289,5282,1339,1366,1320,0.2823456828272055,0.36643762983321587,0.20035808628399818,0.08134473514225647,0.04601692221878717,0.028922822672738453,0.016320088884585054,0.021740176306128886,0.002199246931460885,0.4050805665406515,0.09934749059315408
2022-03-08,2672723,2672875,2672488,3806,3968,3706,11053,11116,11010,86773,86782,86764,598,602,596,45,49,42,5290,5293,5283,1175,1214,1149,0.5082222290889696,0.6595877336997886,0.3606445553111967,0.08134473514225647,0.04601692221878717,0.028922822672738453,0.016320088884585054,0.021740176306128886,0.002199246931460885,0.4050805665406515,0.09934749059315408
2022-03-09,2672768,2672954,2672446,3512,3719,3400,10303,10396,10244,87684,87702,87669,685,690,682,43,47,39,5293,5297,5284,1015,1059,988,0.5082222290889696,0.6595877336997886,0.3606445553111967,0.08134473514225647,0.04601692221878717,0.028922822672738453,0.016320088884585054,0.021740176306128886,0.002199246931460885,0.4050805665406515,0.09934749059315408
2022-03-10,2672858,2673075,2672449,3242,3485,3107,9598,9725,9523,88641,88675,88617,612,617,609,41,46,36,5296,5300,5285,937,992,907,0.5082222290889696,0.6595877336997886,0.3606445553111967,0.08134473514225647,0.04601692221878717,0.028922822672738453,0.016320088884585054,0.021740176306128886,0.002199246931460885,0.4050805665406515,0.09934749059315408
2022-03-11,2672988,2673253,2672495,2995,3266,2827,8935,9098,8845,89494,89547,89457,539,544,536,39,44,34,5299,5304,5286,865,930,829,0.4969284017758816,0.64493022850646,0.35263023185983683,0.08134473514225647,0.04601692221878717,0.028922822672738453,0.016320088884585054,0.021740176306128886,0.002199246931460885,0.4050805665406515,0.09934749059315408
2022-03-12,2673166,2673494,2672592,2760,3049,2565,8312,8512,8205,90138,90214,90088,575,582,570,37,43,32,5301,5307,5286,799,871,754,0.4969284017758816,0.64493022850646,0.35263023185983683,0.08134473514225647,0.04601692221878717,0.028922822672738453,0.016320088884585054,0.021740176306128886,0.002199246931460885,0.4050805665406515,0.09934749059315408
2022-03-13,2673379,2673775,2672725,2544,2847,2328,7728,7962,7597,90827,90935,90761,472,479,467,35,41,30,5304,5310,5287,736,813,684,0.35010864670573466,0.4543826609931877,0.24844402699215773,0.08134473514225647,0.04601692221878717,0.028922822672738453,0.016320088884585054,0.021740176306128886,0.002199246931460885,0.4050805665406515,0.09934749059315408
2022-03-14,2673730,2674175,2673023,2252,2542,2035,7170,7434,7012,91375,91517,91293,423,431,418,33,39,28,5306,5313,5288,679,759,621,0.2823456828272055,0.36643762983321587,0.20035808628399818,0.08134473514225647,0.04601692221878717,0.028922822672738453,0.016320088884585054,0.021740176306128886,0.002199246931460885,0.4050805665406515,0.09934749059315408
2022-03-15,2674151,2674637,2673407,1959,2225,1748,6627,6913,6446,91767,91946,91669,445,457,438,31,37,26,5308,5316,5288,601,678,543,0.5082222290889696,0.6595877336997886,0.3606445553111967,0.08134473514225647,0.04601692221878717,0.028922822672738453,0.016320088884585054,0.021740176306128886,0.002199246931460885,0.4050805665406515,0.09934749059315408
2022-03-16,2674460,2675019,2673652,1827,2097,1592,6115,6418,5912,92080,92297,91961,467,482,458,29,36,24,5310,5319,5289,522,593,466,0.5082222290889696,0.6595877336997886,0.3606445553111967,0.08134473514225647,0.04601692221878717,0.028922822672738453,0.016320088884585054,0.021740176306128886,0.002199246931460885,0.4050805665406515,0.09934749059315408
2022-03-17,2674792,2675422,2673922,1702,1975,1450,5646,5964,5420,92327,92583,92185,481,500,470,28,35,23,5312,5321,5289,487,559,424,0.5082222290889696,0.6595877336997886,0.3606445553111967,0.08134473514225647,0.04601692221878717,0.028922822672738453,0.016320088884585054,0.021740176306128886,0.002199246931460885,0.4050805665406515,0.09934749059315408
2022-03-18,2675146,2675845,2674215,1584,1859,1321,5216,5548,4968,92628,92934,92460,372,388,363,27,33,22,5314,5324,5290,454,527,387,0.4969284017758816,0.64493022850646,0.35263023185983683,0.08134473514225647,0.04601692221878717,0.028922822672738453,0.016320088884585054,0.021740176306128886,0.002199246931460885,0.4050805665406515,0.09934749059315408
2022-03-19,2675525,2676289,2674536,1469,1742,1199,4821,5165,4551,92784,93136,92587,348,364,338,25,31,20,5316,5326,5290,422,496,352,0.4969284017758816,0.64493022850646,0.35263023185983683,0.08134473514225647,0.04601692221878717,0.028922822672738453,0.016320088884585054,0.021740176306128886,0.002199246931460885,0.4050805665406515,0.09934749059315408
