Date,S_mean,S_max,S_min,E_mean,E_max,E_min,I_mean,I_max,I_min,R_mean,R_max,R_min,H_mean,H_max,H_min,C_mean,C_max,C_min,D_mean,D_max,D_min,fk_mean,fk_max,fk_min,R0_mean,R0_max,R0_min,alpha_e_mean,alpha_e_std,alpha_i_mean,alpha_i_std,eps_hc_mean,eps_hc_std,mu_mean,mu_std
2022-04-09,2683653,2683660,2683646,776,783,770,1560,1561,1560,88781,88781,88780,62,63,62,19,20,19,5437,5437,5437,210,210,210,0.9118025630890112,0.9748274500779126,0.8456097757505309,0.1133765606513058,0.0679504395906515,0.0655749311845356,0.0336330435826621,0.0871513206353824,0.0063436845143016,0.0122438007284224,0.020576362637059
2022-04-10,2684073,2684087,2684059,763,774,751,1507,1510,1505,88436,88437,88435,55,55,54,18,19,17,5437,5437,5437,207,208,205,0.6424063512672579,0.6868102489185293,0.5957705238242376,0.1133765606513058,0.0679504395906515,0.0655749311845356,0.0336330435826621,0.0871513206353824,0.0063436845143016,0.0122438007284224,0.020576362637059
2022-04-11,2684542,2684561,2684524,706,719,692,1454,1459,1449,88079,88080,88077,54,54,53,17,18,16,5437,5437,5437,203,206,200,0.5180696381187562,0.5538792329988139,0.4804600998582561,0.1133765606513058,0.0679504395906515,0.0655749311845356,0.0336330435826621,0.0871513206353824,0.0063436845143016,0.0122438007284224,0.020576362637059
2022-04-12,2685035,2685060,2685011,638,653,621,1395,1402,1388,87709,87710,87706,60,60,59,16,17,15,5437,5437,5437,188,192,184,0.9325253486137616,0.996982619397865,0.864828179744861,0.1133765606513058,0.0679504395906515,0.0655749311845356,0.0336330435826621,0.0871513206353824,0.0063436845143016,0.0122438007284224,0.020576362637059
2022-04-13,2685466,2685504,2685432,635,657,610,1337,1347,1327,87338,87340,87333,60,61,59,15,16,14,5437,5438,5437,170,174,165,0.9325253486137616,0.996982619397865,0.864828179744861,0.1133765606513058,0.0679504395906515,0.0655749311845356,0.0336330435826621,0.0871513206353824,0.0063436845143016,0.0122438007284224,0.020576362637059
2022-04-14,2685899,2685949,2685856,631,655,600,1286,1300,1271,86972,86976,86965,50,50,49,14,16,13,5437,5438,5437,169,175,162,0.9325253486137616,0.996982619397865,0.864828179744861,0.1133765606513058,0.0679504395906515,0.0655749311845356,0.0336330435826621,0.0871513206353824,0.0063436845143016,0.0122438007284224,0.020576362637059
2022-04-15,2686332,2686394,2686282,624,650,589,1241,1258,1222,86588,86594,86579,53,53,52,14,15,12,5437,5438,5437,168,175,160,0.9118025630890112,0.9748274500779126,0.8456097757505309,0.1133765606513058,0.0679504395906515,0.0655749311845356,0.0336330435826621,0.0871513206353824,0.0063436845143016,0.0122438007284224,0.020576362637059
2022-04-16,2686769,2686841,2686712,613,640,576,1200,1221,1176,86203,86212,86190,53,54,52,13,14,11,5437,5438,5437,166,173,157,0.9118025630890112,0.9748274500779126,0.8456097757505309,0.1133765606513058,0.0679504395906515,0.0655749311845356,0.0336330435826621,0.0871513206353824,0.0063436845143016,0.0122438007284224,0.020576362637059
2022-04-17,2687207,2687288,2687144,601,628,563,1163,1186,1134,85817,85829,85800,52,52,50,12,14,11,5437,5438,5437,163,170,153,0.6424063512672579,0.6868102489185293,0.5957705238242376,0.1133765606513058,0.0679504395906515,0.0655749311845356,0.0336330435826621,0.0871513206353824,0.0063436845143016,0.0122438007284224,0.020576362637059
2022-04-18,2687683,2687771,2687615,556,582,519,1124,1150,1092,85422,85437,85401,55,56,54,12,14,10,5437,5439,5437,160,167,150,0.5180696381187562,0.5538792329988139,0.4804600998582561,0.1133765606513058,0.0679504395906515,0.0655749311845356,0.0336330435826621,0.0871513206353824,0.0063436845143016,0.0122438007284224,0.020576362637059
2022-04-19,2688176,2688271,2688103,501,527,465,1080,1108,1045,85028,85047,85002,54,55,53,12,13,10,5437,5439,5437,148,155,138,0.9325253486137616,0.996982619397865,0.864828179744861,0.1133765606513058,0.0679504395906515,0.0655749311845356,0.0336330435826621,0.0871513206353824,0.0063436845143016,0.0122438007284224,0.020576362637059
2022-04-20,2688621,2688730,2688538,499,528,457,1037,1067,998,84620,84642,84589,64,65,62,12,13,9,5437,5439,5437,133,140,124,0.9325253486137616,0.996982619397865,0.864828179744861,0.1133765606513058,0.0679504395906515,0.0655749311845356,0.0336330435826621,0.0871513206353824,0.0063436845143016,0.0122438007284224,0.020576362637059
2022-04-21,2689065,2689188,2688974,494,526,449,999,1031,956,84225,84252,84188,56,58,54,12,13,9,5437,5439,5437,133,141,122,0.9325253486137616,0.996982619397865,0.864828179744861,0.1133765606513058,0.0679504395906515,0.0655749311845356,0.0336330435826621,0.0871513206353824,0.0063436845143016,0.0122438007284224,0.020576362637059
2022-04-22,2689510,2689645,2689411,489,521,441,965,999,918,83826,83857,83783,51,52,49,11,13,9,5437,5439,5437,132,140,119,0.9118025630890112,0.9748274500779126,0.8456097757505309,0.1133765606513058,0.0679504395906515,0.0655749311845356,0.0336330435826621,0.0871513206353824,0.0063436845143016,0.0122438007284224,0.020576362637059
