Date,new_diagnoses,ventilation,cum_deaths
2022-01-02,300,39,4255
2022-01-03,293,43,4269
2022-01-04,285,45,4281
2022-01-05,291,36,4296
2022-01-06,286,39,4307
2022-01-07,274,41,4317
2022-01-08,252,35,4332
2022-01-09,231,26,4345
2022-01-10,225,32,4356
2022-01-11,236,37,4369
2022-01-12,245,31,4384
2022-01-13,251,41,4396
2022-01-14,242,41,4411
2022-01-15,249,41,4424
