Date,new_diagnoses,ventilation,cum_deaths
2022-05-20,83,10,5651
2022-05-21,84,8,5652
2022-05-22,65,9,5653
2022-05-23,60,10,5654
2022-05-24,63,6,5656
2022-05-25,59,7,5657
2022-05-26,62,10,5658
2022-05-27,60,7,5659
2022-05-28,57,8,5660
2022-05-29,55,11,5661
2022-05-30,52,12,5662
2022-05-31,56,15,5665
2022-06-01,58,14,5669
2022-06-02,55,12,5670
