Date,new_diagnoses,ventilation,cum_deaths
2021-12-27,374,41,4178
2021-12-28,382,38,4191
2021-12-29,377,37,4207
2021-12-30,368,45,4218
2021-12-31,354,53,4230
2022-01-01,322,42,4244
2022-01-02,300,39,4255
2022-01-03,293,43,4269
2022-01-04,285,45,4281
2022-01-05,291,36,4296
2022-01-06,286,39,4307
2022-01-07,274,41,4317
2022-01-08,252,35,4332
2022-01-09,231,26,4345
