Date,S_mean,S_max,S_min,E_mean,E_max,E_min,I_mean,I_max,I_min,R_mean,R_max,R_min,H_mean,H_max,H_min,C_mean,C_max,C_min,D_mean,D_max,D_min,fk_mean,fk_max,fk_min,R0_mean,R0_max,R0_min,alpha_e_mean,alpha_e_std,alpha_i_mean,alpha_i_std,eps_hc_mean,eps_hc_std,mu_mean,mu_std
2022-02-27,2675000,2675182,2674806,9832,10006,9669,16892,16911,16873,72391,72393,72390,902,903,902,49,50,47,5223,5224,5221,2734,2734,2734,0.5803808305213958,0.6538059047398651,0.5041569935003993,0.1364479162926144,0.0591940285386604,0.0468585782374845,0.0322527455221962,0.0248710394995653,0.0017801898720928,0.4575861729414897,0.058953198114803
2022-02-28,2674246,2674529,2673928,8961,9211,8741,16537,16598,16480,74310,74317,74303,959,961,958,49,51,46,5227,5228,5223,2623,2670,2580,0.4680490568720934,0.5272628264031171,0.4065782205648381,0.1364479162926144,0.0591940285386604,0.0468585782374845,0.0322527455221962,0.0248710394995653,0.0017801898720928,0.4575861729414897,0.058953198114803
2022-03-01,2673814,2674204,2673424,7988,8252,7709,16038,16145,15942,76231,76249,76214,938,941,936,49,52,46,5231,5232,5225,2391,2458,2332,0.8424883023697683,0.9490730875256108,0.7318407970167087,0.1364479162926144,0.0591940285386604,0.0468585782374845,0.0322527455221962,0.0248710394995653,0.0017801898720928,0.4575861729414897,0.058953198114803
2022-03-02,2672747,2673359,2672248,7791,8100,7369,15489,15642,15333,78129,78164,78096,849,852,846,49,52,45,5234,5236,5226,2131,2202,2057,0.8424883023697683,0.9490730875256108,0.7318407970167087,0.1364479162926144,0.0591940285386604,0.0468585782374845,0.0322527455221962,0.0248710394995653,0.0017801898720928,0.4575861729414897,0.058953198114803
2022-03-03,2671739,2672583,2671115,7592,7950,7046,14974,15176,14738,79831,79889,79773,866,872,861,49,52,43,5238,5240,5228,2079,2161,1966,0.8424883023697683,0.9490730875256108,0.7318407970167087,0.1364479162926144,0.0591940285386604,0.0468585782374845,0.0322527455221962,0.0248710394995653,0.0017801898720928,0.4575861729414897,0.058953198114803
2022-03-04,2670786,2671875,2670026,7393,7802,6737,14488,14742,14159,81564,81654,81469,768,774,761,48,52,42,5242,5245,5230,2026,2121,1880,0.8237663400948845,0.9279825744694862,0.7155776681941153,0.1364479162926144,0.0591940285386604,0.0468585782374845,0.0322527455221962,0.0248710394995653,0.0017801898720928,0.4575861729414897,0.058953198114803
2022-03-05,2669921,2671258,2669018,7165,7621,6417,14024,14334,13593,83073,83200,82928,813,823,801,47,51,41,5245,5249,5231,1972,2082,1797,0.8237663400948845,0.9279825744694862,0.7155776681941153,0.1364479162926144,0.0591940285386604,0.0468585782374845,0.0322527455221962,0.0248710394995653,0.0017801898720928,0.4575861729414897,0.058953198114803
2022-03-06,2669110,2670704,2668056,6942,7443,6114,13577,13944,13040,84596,84769,84385,768,780,753,46,51,40,5249,5253,5233,1911,2033,1712,0.5803808305213958,0.6538059047398651,0.5041569935003993,0.1364479162926144,0.0591940285386604,0.0468585782374845,0.0322527455221962,0.0248710394995653,0.0017801898720928,0.4575861729414897,0.058953198114803
2022-03-07,2668757,2670536,2667606,6364,6866,5534,13105,13525,12468,86133,86364,85836,633,644,618,45,50,39,5252,5257,5235,1852,1986,1631,0.4680490568720934,0.5272628264031171,0.4065782205648381,0.1364479162926144,0.0591940285386604,0.0468585782374845,0.0322527455221962,0.0248710394995653,0.0017801898720928,0.4575861729414897,0.058953198114803
2022-03-08,2668641,2670571,2667434,5697,6200,4897,12567,13026,11848,87449,87739,87060,636,651,615,43,48,37,5256,5261,5236,1698,1832,1476,0.8424883023697683,0.9490730875256108,0.7318407970167087,0.1364479162926144,0.0591940285386604,0.0468585782374845,0.0322527455221962,0.0248710394995653,0.0017801898720928,0.4575861729414897,0.058953198114803
2022-03-09,2668055,2670258,2666707,5593,6191,4706,12025,12513,11228,88563,88912,88079,752,773,718,43,47,36,5259,5265,5238,1520,1654,1306,0.8424883023697683,0.9490730875256108,0.7318407970167087,0.1364479162926144,0.0591940285386604,0.0468585782374845,0.0322527455221962,0.0248710394995653,0.0017801898720928,0.4575861729414897,0.058953198114803
2022-03-10,2667512,2669989,2665955,5478,6144,4520,11535,12077,10654,89777,90197,89175,683,705,648,42,46,35,5262,5269,5239,1492,1652,1255,0.8424883023697683,0.9490730875256108,0.7318407970167087,0.1364479162926144,0.0591940285386604,0.0468585782374845,0.0322527455221962,0.0248710394995653,0.0017801898720928,0.4575861729414897,0.058953198114803
2022-03-11,2667009,2669764,2665252,5357,6071,4339,11087,11699,10120,90918,91412,90185,612,633,577,41,45,34,5265,5272,5240,1461,1639,1206,0.8237663400948845,0.9279825744694862,0.7155776681941153,0.1364479162926144,0.0591940285386604,0.0468585782374845,0.0322527455221962,0.0248710394995653,0.0017801898720928,0.4575861729414897,0.058953198114803
2022-03-12,2666571,2669597,2664620,5209,5955,4147,10672,11353,9621,91852,92417,90989,677,705,629,40,44,33,5268,5276,5242,1429,1620,1158,0.8237663400948845,0.9279825744694862,0.7155776681941153,0.1364479162926144,0.0591940285386604,0.0468585782374845,0.0322527455221962,0.0248710394995653,0.0017801898720928,0.4575861729414897,0.058953198114803
