Date,new_diagnoses,ventilation,cum_deaths
2022-02-04,1874,38,4684
2022-02-05,2142,39,4697
2022-02-06,2743,41,4712
2022-02-07,3129,33,4724
2022-02-08,3214,25,4739
2022-02-09,3978,45,4746
2022-02-10,4394,53,4755
2022-02-11,4871,41,4761
2022-02-12,5122,44,4772
2022-02-13,5349,43,4787
2022-02-14,5824,49,4800
2022-02-15,5763,45,4815
2022-02-16,5428,38,4825
2022-02-17,5043,48,4838
