Date,S_mean,S_max,S_min,E_mean,E_max,E_min,I_mean,I_max,I_min,R_mean,R_max,R_min,H_mean,H_max,H_min,C_mean,C_max,C_min,D_mean,D_max,D_min,fk_mean,fk_max,fk_min,R0_mean,R0_max,R0_min,alpha_e_mean,alpha_e_std,alpha_i_mean,alpha_i_std,eps_hc_mean,eps_hc_std,mu_mean,mu_std
2021-12-27,2742137,2742143,2742130,1455,1461,1450,2354,2354,2353,29082,29083,29081,639,639,639,51,52,50,4570,4570,4570,345,345,345,0.5286645293412298,0.5426434851501456,0.5212906136461706,0.0327020757203179,0.0287165978868102,0.1295772556199536,0.020235967812045,0.0623044383293774,0.0027038797249222,0.4778492246829053,0.0329691930727904
2021-12-28,2742162,2742175,2742149,1339,1349,1328,2284,2286,2282,29335,29337,29333,542,542,541,53,54,52,4574,4575,4573,321,322,320,0.9515961528142136,0.976758273270262,0.9383231045631072,0.0327020757203179,0.0287165978868102,0.1295772556199536,0.020235967812045,0.0623044383293774,0.0027038797249222,0.4778492246829053,0.0329691930727904
2021-12-29,2742062,2742086,2742038,1359,1377,1339,2215,2220,2210,29541,29544,29539,480,481,479,54,55,52,4579,4579,4577,298,301,296,0.9515961528142136,0.976758273270262,0.9383231045631072,0.0327020757203179,0.0287165978868102,0.1295772556199536,0.020235967812045,0.0623044383293774,0.0027038797249222,0.4778492246829053,0.0329691930727904
2021-12-30,2741969,2742004,2741934,1369,1394,1344,2159,2167,2151,29739,29744,29737,416,417,415,53,55,51,4583,4584,4580,304,308,299,0.9515961528142136,0.976758273270262,0.9383231045631072,0.0327020757203179,0.0287165978868102,0.1295772556199536,0.020235967812045,0.0623044383293774,0.0027038797249222,0.4778492246829053,0.0329691930727904
2021-12-31,2741884,2741927,2741838,1372,1402,1344,2112,2125,2100,29901,29906,29898,381,382,380,52,54,50,4587,4588,4584,307,312,301,0.9304495716405644,0.9550525338642564,0.9174714800172604,0.0327020757203179,0.0287165978868102,0.1295772556199536,0.020235967812045,0.0623044383293774,0.0027038797249222,0.4778492246829053,0.0329691930727904
2022-01-01,2741811,2741862,2741754,1364,1399,1334,2072,2089,2056,30099,30107,30094,302,303,301,50,52,48,4591,4592,4587,311,318,304,0.9304495716405644,0.9550525338642564,0.9174714800172604,0.0327020757203179,0.0287165978868102,0.1295772556199536,0.020235967812045,0.0623044383293774,0.0027038797249222,0.4778492246829053,0.0329691930727904
2022-01-02,2741743,2741802,2741675,1354,1392,1323,2035,2057,2016,30276,30286,30269,238,239,237,47,49,45,4595,4596,4590,307,315,300,0.655544016383125,0.6728779215861805,0.6464003609212515,0.0327020757203179,0.0287165978868102,0.1295772556199536,0.020235967812045,0.0623044383293774,0.0027038797249222,0.4778492246829053,0.0329691930727904
2022-01-03,2741761,2741826,2741684,1270,1309,1239,1994,2020,1972,30436,30448,30426,185,187,184,44,45,41,4598,4600,4593,299,308,292,0.5286645293412298,0.5426434851501456,0.5212906136461706,0.0327020757203179,0.0287165978868102,0.1295772556199536,0.020235967812045,0.0623044383293774,0.0027038797249222,0.4778492246829053,0.0329691930727904
2022-01-04,2741820,2741891,2741736,1165,1203,1134,1941,1971,1916,30580,30594,30565,141,142,140,40,41,38,4601,4603,4596,282,291,275,0.9515961528142136,0.976758273270262,0.9383231045631072,0.0327020757203179,0.0287165978868102,0.1295772556199536,0.020235967812045,0.0623044383293774,0.0027038797249222,0.4778492246829053,0.0329691930727904
2022-01-05,2741771,2741855,2741674,1178,1221,1141,1888,1921,1860,30704,30722,30685,108,109,107,36,37,34,4604,4606,4598,262,271,255,0.9515961528142136,0.976758273270262,0.9383231045631072,0.0327020757203179,0.0287165978868102,0.1295772556199536,0.020235967812045,0.0623044383293774,0.0027038797249222,0.4778492246829053,0.0329691930727904
2022-01-06,2741728,2741824,2741618,1183,1231,1143,1844,1881,1812,30764,30786,30741,130,132,129,32,34,31,4607,4609,4600,271,281,262,0.9515961528142136,0.976758273270262,0.9383231045631072,0.0327020757203179,0.0287165978868102,0.1295772556199536,0.020235967812045,0.0623044383293774,0.0027038797249222,0.4778492246829053,0.0329691930727904
2022-01-07,2741690,2741796,2741566,1184,1235,1141,1806,1847,1771,30821,30848,30793,148,150,146,30,31,28,4609,4612,4602,273,284,264,0.9304495716405644,0.9550525338642564,0.9174714800172604,0.0327020757203179,0.0287165978868102,0.1295772556199536,0.020235967812045,0.0623044383293774,0.0027038797249222,0.4778492246829053,0.0329691930727904
2022-01-08,2741662,2741777,2741525,1176,1229,1132,1773,1819,1735,30869,30902,30837,169,171,166,28,29,27,4612,4614,4604,276,288,266,0.9304495716405644,0.9550525338642564,0.9174714800172604,0.0327020757203179,0.0287165978868102,0.1295772556199536,0.020235967812045,0.0623044383293774,0.0027038797249222,0.4778492246829053,0.0329691930727904
2022-01-09,2741638,2741762,2741487,1166,1222,1122,1744,1793,1702,30947,30986,30909,154,157,151,27,28,25,4614,4617,4606,275,288,265,0.655544016383125,0.6728779215861805,0.6464003609212515,0.0327020757203179,0.0287165978868102,0.1295772556199536,0.020235967812045,0.0623044383293774,0.0027038797249222,0.4778492246829053,0.0329691930727904
